loan_id,customer_id,credit_profile_id,loan_amount,interest_rate,tenure_months,emi,disbursal_date,dti_ratio,default_flag,loan_status,total_paid_amount,outstanding_amount,days_past_due
20260,1224,5248,480179,13.29,36,16246.28,29-07-2022,0.37,1,Default,198383.44,281795.56,158
20261,1224,5237,104330,16.26,60,2551.54,25-08-2023,0.06,0,Active,35333.11,68996.89,6
20169,1225,5084,1447330,16.74,12,131824.86,29-08-2022,0.77,1,Default,367039.68,1080290.32,153
20286,1225,5132,314237,13.14,48,8452.04,13-01-2023,0.05,0,Active,123936.13,190300.87,3
20148,1227,5107,426047,12.39,60,9561.36,11-02-2022,0.22,1,Default,307446.44,118600.56,147
20196,1227,5155,547952,8.43,36,17279.73,11-02-2024,0.39,0,Active,397276.1,150675.9,6
20016,1228,5096,851955,11.55,24,39925.68,19-08-2024,0.94,1,Default,668398.03,183556.97,149
20232,1228,5173,126361,12.33,48,3348.08,10-09-2022,0.08,0,Active,93215.21,33145.79,5
20276,1228,5188,243984,12.64,60,5506.53,23-05-2024,0.13,0,Active,57744.65,186239.35,6
20279,1228,5247,788096,16.88,36,28050.73,14-09-2022,0.66,1,Default,199991.35,588104.65,140
20156,1229,5141,250339,15.76,48,7063.94,05-10-2022,0.11,0,Active,196319.27,54019.73,1
20236,1230,5181,672006,15.58,60,16192.3,17-04-2022,0.15,1,Default,391934.09,280071.91,170
20189,1232,5066,538765,13.46,36,18272.72,19-01-2024,0.11,0,Active,462329.46,76435.54,2
20153,1233,5162,758175,14.79,48,21019.96,26-06-2023,0.14,1,Default,179118.94,579056.06,56
20255,1233,5122,62360,13.49,12,5584.17,30-07-2022,0.04,1,Default,46528.82,15831.18,49
20298,1233,5147,183498,16.01,36,6452.15,26-01-2022,0.04,0,Active,126320.28,57177.72,2
20116,1235,5169,679698,11.45,60,14931.28,23-05-2023,0.08,1,Default,182917.64,496780.36,124
20195,1235,5101,533779,17.43,48,15521.22,20-09-2023,0.09,1,Default,272697.37,261081.63,109
20149,1236,5043,903823,17.8,48,26455.44,23-06-2024,0.53,1,Default,229126.27,674696.73,71
20185,1236,5213,1040029,12.79,12,92790.12,23-01-2023,1.85,1,Default,712767.87,327261.13,130
20174,1237,5086,181184,13.11,60,4132.7,23-02-2024,0.04,0,Active,67915.1,113268.9,8
20145,1240,5125,1492181,14.97,12,134660.62,06-05-2024,2.29,1,Default,442461.05,1049719.95,69
20056,1241,5057,413898,13.9,36,14125.96,19-08-2022,0.08,1,Default,140288.14,273609.86,91
20027,1244,5090,1267192,15.87,36,44469.42,20-07-2022,1.63,1,Default,514027.73,753164.27,173
20268,1244,5179,446210,16.22,48,12696.05,22-11-2022,0.46,1,Default,130003.68,316206.32,137
20262,1245,5169,101707,12.63,36,3408.81,10-06-2024,0.05,1,Default,25018.34,76688.66,113
20138,1246,5154,237256,15.54,24,11564.71,03-07-2024,0.66,1,Default,71417.96,165838.04,113
20249,1246,5010,180356,13.85,48,4914.93,15-01-2023,0.28,0,Active,139649.43,40706.57,7
20046,1248,5203,1252060,16.34,60,30674.32,17-04-2023,0.25,1,Default,494176.07,757883.93,159
20289,1248,5084,467567,14.67,60,11042.56,05-06-2024,0.09,0,Active,163456.14,304110.86,9
20057,1250,5047,188286,12.08,36,6260.99,02-05-2022,0.04,0,Active,59389.05,128896.95,9
